Date,Transaction_Owner,Transaction_ID,Cost_Per_Day
6/19/2024,Owner-C2,TID-A324,342.9977941876575
6/18/2024,Owner-C2,TID-A324,341.8831027485168
6/7/2024,Owner-C1,TID-A324,341.8766906983091
6/11/2024,Owner-C1,TID-A324,341.7190289657852
6/16/2024,Owner-C2,TID-A324,340.83640301089827
6/17/2024,Owner-C2,TID-A324,340.75959997336855
6/22/2024,Owner-C2,TID-A324,335.98919039355076
6/23/2024,Owner-C2,TID-A324,335.8549819357867
6/28/2024,Owner-B3,TID-A324,333.9991651680924
6/13/2024,Owner-C1,TID-A324,330.3823846288119
6/24/2024,Owner-C2,TID-A324,328.9293547
6/22/2024,Owner-C1,TID-A324,326.5408968134089
6/12/2024,Owner-C1,TID-A324,322.17046033632704
6/28/2024,Owner-C2,TID-A324,319.8008111939579
6/29/2024,Owner-C2,TID-A324,317.5520273670256
6/30/2024,Owner-C2,TID-A324,317.20217982514595
6/25/2024,Owner-C2,TID-A324,316.91421097473597
6/23/2024,Owner-C1,TID-A324,312.9225942863858
6/14/2024,Owner-C1,TID-A324,311.13858017277636
6/26/2024,Owner-C2,TID-A324,309.6292222
6/15/2024,Owner-C2,TID-A324,308.4623263989749
6/30/2024,Owner-C1,TID-A324,307.0848297633988
6/29/2024,Owner-C1,TID-A324,306.7447464
6/26/2024,Owner-C1,TID-A324,305.5562120128034
6/27/2024,Owner-C2,TID-A324,304.9200290382547
6/25/2024,Owner-C1,TID-A324,303.3329071601099
6/27/2024,Owner-C1,TID-A324,300.9069420311073
6/1/2024,Owner-C2,TID-A324,300.56044608159107
6/3/2024,Owner-C2,TID-A324,298.1763998780022
6/2/2024,Owner-C2,TID-A324,298.16722189344375
6/11/2024,Owner-C2,TID-A324,298.0949798207486
6/19/2024,Owner-C1,TID-A324,297.67449761507027
6/12/2024,Owner-C2,TID-A324,297.5959996389907
6/4/2024,Owner-C2,TID-A324,296.6094736689243
6/5/2024,Owner-C2,TID-A324,295.66701791471905
6/6/2024,Owner-C2,TID-A324,295.19192476943596
6/7/2024,Owner-C2,TID-A324,295.0224938659417
6/8/2024,Owner-C2,TID-A324,294.9220142431017
6/9/2024,Owner-C2,TID-A324,294.69144851160524
6/10/2024,Owner-C2,TID-A324,294.45961662665064
6/28/2024,Owner-C1,TID-A324,293.6666233110831
6/20/2024,Owner-C1,TID-A324,292.9179882167638
6/24/2024,Owner-C1,TID-A324,291.8396909918378
6/18/2024,Owner-C1,TID-A324,287.4962722622111
6/13/2024,Owner-C2,TID-A324,286.25666468641117
6/14/2024,Owner-C2,TID-A324,285.8774753559354
6/15/2024,Owner-C3,TID-A324,284.9239820288525
6/14/2024,Owner-B2,TID-A125,284.2383776549246
6/29/2024,Owner-B3,TID-A324,277.5036233746793
6/21/2024,Owner-C1,TID-A324,276.7829559996688
6/25/2024,Owner-B2,TID-A125,275.5693351896828
6/20/2024,Owner-B2,TID-A125,275.3905612647809
6/21/2024,Owner-B2,TID-A125,275.32809035921275
6/23/2024,Owner-B2,TID-A125,275.3040694242435
6/17/2024,Owner-B2,TID-A125,275.3034266405317
6/16/2024,Owner-B2,TID-A125,275.2835143186271
6/19/2024,Owner-B2,TID-A125,275.28060014683024
6/15/2024,Owner-B2,TID-A125,275.2676640388111
6/22/2024,Owner-B2,TID-A125,275.26055347858346
6/18/2024,Owner-B2,TID-A125,275.2589291401046
6/8/2024,Owner-B2,TID-A125,275.2418259943918
6/9/2024,Owner-B2,TID-A125,275.2043065550455
6/29/2024,Owner-B2,TID-A125,275.1653512
6/24/2024,Owner-B2,TID-A125,275.1289296986763
6/10/2024,Owner-B2,TID-A125,275.12537737765143
6/11/2024,Owner-B2,TID-A125,274.9794537922483
6/28/2024,Owner-B2,TID-A125,274.93245556851593
6/27/2024,Owner-B2,TID-A125,274.8186696614364
6/2/2024,Owner-B1,TID-A125,274.74998150966826
6/15/2024,Owner-C1,TID-A324,274.7160320726355
6/1/2024,Owner-B1,TID-A125,274.7105478
6/7/2024,Owner-B2,TID-A125,274.69735690700276
6/30/2024,Owner-B2,TID-A125,274.6541582953325
6/26/2024,Owner-B2,TID-A125,274.5888726570698
6/6/2024,Owner-B2,TID-A125,273.91608843949444
6/5/2024,Owner-B2,TID-A125,273.86439076632325
6/4/2024,Owner-B2,TID-A125,273.8276843830523
6/3/2024,Owner-B2,TID-A125,273.82166394847155
6/2/2024,Owner-B2,TID-A125,273.7737484983372
6/1/2024,Owner-B2,TID-A125,273.7385235062127
6/16/2024,Owner-C1,TID-A324,272.99792973065513
6/4/2024,Owner-C3,TID-A324,269.71411604881746
6/3/2024,Owner-C3,TID-A324,269.58007671970023
6/16/2024,Owner-C3,TID-A324,268.50278560865684
6/17/2024,Owner-C1,TID-A324,268.2859990599661
6/22/2024,Owner-C4,TID-A324,267.2292909307525
6/23/2024,Owner-C4,TID-A324,267.1225931197522
6/25/2024,Owner-C4,TID-A324,266.8808564072677
6/21/2024,Owner-C4,TID-A324,266.8799096
6/24/2024,Owner-C4,TID-A324,266.8779046791686
6/5/2024,Owner-C3,TID-A324,265.2379415027356
6/26/2024,Owner-C4,TID-A324,264.89709340816484
6/1/2024,Owner-C3,TID-A324,263.67712098401364
6/20/2024,Owner-C4,TID-A324,262.71950659714435
6/14/2024,Owner-C3,TID-A324,261.9730774482854
6/8/2024,Owner-C3,TID-A324,261.6237076554856
6/10/2024,Owner-C3,TID-A324,261.3764221202347
6/13/2024,Owner-C3,TID-A324,260.49462359313486
6/9/2024,Owner-C3,TID-A324,259.6794779
6/6/2024,Owner-C3,TID-A324,259.26159642981025
6/2/2024,Owner-C3,TID-A324,259.18462426846486
6/17/2024,Owner-C4,TID-A324,258.14545748722816
6/11/2024,Owner-C3,TID-A324,258.0785462768418
6/18/2024,Owner-C4,TID-A324,257.8092098551765
6/19/2024,Owner-C4,TID-A324,257.54654015824156
6/27/2024,Owner-C4,TID-A324,256.8312432876672
6/7/2024,Owner-C3,TID-A324,256.77597561352724
6/28/2024,Owner-C4,TID-A324,256.74379390546187
6/22/2024,Owner-C3,TID-A324,256.32348587177023
6/29/2024,Owner-C4,TID-A324,256.0556063979799
6/30/2024,Owner-C4,TID-A324,255.60177785814903
6/24/2024,Owner-C3,TID-A324,254.63836931628944
6/12/2024,Owner-C3,TID-A324,254.27744396295216
6/25/2024,Owner-C3,TID-A324,253.88798337468694
6/16/2024,Owner-C4,TID-A324,253.79992180639974
6/17/2024,Owner-C3,TID-A324,249.38735661998854
6/18/2024,Owner-C3,TID-A324,248.66771800852234
6/21/2024,Owner-C3,TID-A324,248.42200201041322
6/4/2024,Owner-A2,TID-A125,246.69404304580831
6/3/2024,Owner-A2,TID-A125,246.2170358253138
6/28/2024,Owner-A2,TID-A131,245.55114565811888
6/2/2024,Owner-A2,TID-A125,244.82856398587393
6/1/2024,Owner-A2,TID-A125,244.6684324361322
6/20/2024,Owner-C3,TID-A324,243.0457825385164
6/10/2024,Owner-A3,TID-A129,242.51095353992724
6/6/2024,Owner-A3,TID-A129,242.4782144106876
6/7/2024,Owner-A3,TID-A129,241.24877787211713
6/5/2024,Owner-A3,TID-A129,241.2251539
6/19/2024,Owner-C3,TID-A324,241.15162961594382
6/26/2024,Owner-C3,TID-A324,240.59322442607265
6/27/2024,Owner-C3,TID-A324,240.50946642367205
6/12/2024,Owner-A3,TID-A129,240.39517711329538
6/9/2024,Owner-A3,TID-A129,240.16034125440098
6/8/2024,Owner-A3,TID-A129,239.53275486516267
6/3/2024,Owner-A3,TID-A129,239.04887843888184
6/13/2024,Owner-A3,TID-A129,238.93616609749398
6/28/2024,Owner-C3,TID-A324,238.81929882032017
6/4/2024,Owner-A3,TID-A129,238.65669779919168
6/29/2024,Owner-A2,TID-A131,238.6056493292228
6/2/2024,Owner-A3,TID-A129,238.35981206687498
6/14/2024,Owner-A3,TID-A129,238.26985803874774
6/1/2024,Owner-A3,TID-A129,237.93498251130472
6/15/2024,Owner-A3,TID-A129,237.93225093151798
6/17/2024,Owner-A3,TID-A129,237.85049163259563
6/16/2024,Owner-A3,TID-A129,237.65677046020994
6/18/2024,Owner-A3,TID-A129,237.05019734082532
6/26/2024,Owner-A2,TID-A125,234.99125269640095
6/11/2024,Owner-A3,TID-A129,234.9570577171599
6/28/2024,Owner-A2,TID-A125,234.54880745235658
6/25/2024,Owner-A2,TID-A125,234.50692920316948
6/5/2024,Owner-A2,TID-A125,234.3713701677427
6/24/2024,Owner-A2,TID-A125,233.97364528020725
6/20/2024,Owner-A2,TID-A125,233.94202547788592
6/27/2024,Owner-A2,TID-A125,233.7637248655063
6/21/2024,Owner-A2,TID-A125,233.71322802201468
6/18/2024,Owner-A2,TID-A125,233.7118632490216
6/19/2024,Owner-A2,TID-A125,233.58136745658248
6/23/2024,Owner-C3,TID-A324,233.5620832043248
6/23/2024,Owner-A2,TID-A125,233.39889308001983
6/22/2024,Owner-A2,TID-A125,233.3110069471875
6/14/2024,Owner-A2,TID-A125,233.02697592381864
6/7/2024,Owner-A2,TID-A125,232.90183890827245
6/19/2024,Owner-A3,TID-A129,232.88282897458254
6/17/2024,Owner-A2,TID-A125,232.86651636244463
6/8/2024,Owner-A2,TID-A125,232.84674231335453
6/10/2024,Owner-A2,TID-A125,232.82074380333333
6/9/2024,Owner-A2,TID-A125,232.6644728479733
6/15/2024,Owner-A2,TID-A125,232.50397965987227
6/16/2024,Owner-A2,TID-A125,232.44773196300952
6/11/2024,Owner-A2,TID-A125,232.24782536958367
6/6/2024,Owner-A2,TID-A125,231.99931078687192
6/13/2024,Owner-A2,TID-A125,231.9800406361571
6/12/2024,Owner-A2,TID-A125,231.41623609076447
6/30/2024,Owner-A2,TID-A125,231.19617244240837
6/29/2024,Owner-A2,TID-A125,230.91293486948442
6/4/2024,Owner-B1,TID-A125,229.85230325125502
6/24/2024,Owner-C5,TID-A324,229.84226114199998
6/28/2024,Owner-C5,TID-A324,229.83165001740002
6/10/2024,Owner-C5,TID-A324,229.79555460840004
6/12/2024,Owner-C5,TID-A324,229.78924596049995
6/5/2024,Owner-C5,TID-A324,229.78849387870002
6/25/2024,Owner-C5,TID-A324,229.7779871
6/3/2024,Owner-C5,TID-A324,229.77719316549997
6/21/2024,Owner-C5,TID-A324,229.7503734
6/18/2024,Owner-C5,TID-A324,229.7480243
6/26/2024,Owner-C5,TID-A324,229.74493563500002
6/14/2024,Owner-C5,TID-A324,229.74203366499995
6/7/2024,Owner-C5,TID-A324,229.7242277
6/6/2024,Owner-C5,TID-A324,229.72203321839996
6/13/2024,Owner-C5,TID-A324,229.7180828
6/19/2024,Owner-C5,TID-A324,229.713593
6/27/2024,Owner-C5,TID-A324,229.66576153580002
6/11/2024,Owner-C5,TID-A324,229.65800465810005
6/17/2024,Owner-C5,TID-A324,229.6560662
6/29/2024,Owner-C5,TID-A324,229.6427412
6/15/2024,Owner-C5,TID-A324,229.6198938
6/22/2024,Owner-C5,TID-A324,229.61855863280002
6/1/2024,Owner-C5,TID-A324,229.5751618
6/8/2024,Owner-C5,TID-A324,229.53857216410006
6/23/2024,Owner-C5,TID-A324,229.5238627
6/20/2024,Owner-C5,TID-A324,229.5233993
6/30/2024,Owner-C5,TID-A324,229.50898494730004
6/16/2024,Owner-C5,TID-A324,229.50361984940005
6/2/2024,Owner-C5,TID-A324,229.5036086
6/9/2024,Owner-C5,TID-A324,229.50161802290003
6/4/2024,Owner-C5,TID-A324,229.41159006930002
6/20/2024,Owner-A3,TID-A129,228.27732399257118
6/12/2024,Owner-B2,TID-A125,227.64820988848476
6/21/2024,Owner-A3,TID-A129,227.52739664147165
6/22/2024,Owner-A3,TID-A129,226.11637454146907
6/27/2024,Owner-A2,TID-A131,225.5594420059401
6/24/2024,Owner-A3,TID-A129,225.47740533371086
6/24/2024,Owner-A2,TID-A131,224.41303004949776
6/27/2024,Owner-A3,TID-A129,224.38822629412655
6/25/2024,Owner-A3,TID-A129,224.23159561597274
6/23/2024,Owner-A3,TID-A129,224.0751477438366
6/26/2024,Owner-A3,TID-A129,223.86221801920883
6/28/2024,Owner-A3,TID-A129,223.6919671559278
6/8/2024,Owner-C4,TID-A324,223.37907472409242
6/30/2024,Owner-A3,TID-A129,222.54716162100718
6/29/2024,Owner-A3,TID-A129,221.91503705441224
6/9/2024,Owner-C4,TID-A324,221.4309478765073
6/3/2024,Owner-C4,TID-A324,220.3238828996751
6/2/2024,Owner-C4,TID-A324,220.24495812082057
6/10/2024,Owner-C4,TID-A324,218.64738647380943
6/5/2024,Owner-C4,TID-A324,218.3973637
6/11/2024,Owner-C4,TID-A324,218.39340512561233
6/6/2024,Owner-C4,TID-A324,218.18398670643123
6/12/2024,Owner-C4,TID-A324,218.1605286253736
6/30/2024,Owner-A2,TID-A131,218.07642687150363
6/15/2024,Owner-C4,TID-A324,217.90632925107812
6/7/2024,Owner-C4,TID-A324,217.7943662566782
6/14/2024,Owner-C4,TID-A324,217.74526934695461
6/13/2024,Owner-C4,TID-A324,217.55677897319097
6/4/2024,Owner-C4,TID-A324,217.10972987024513
6/25/2024,Owner-A2,TID-A131,216.64944772420122
6/1/2024,Owner-C4,TID-A324,216.43278978721466
6/30/2024,Owner-C3,TID-A324,211.5861479971874
6/29/2024,Owner-C3,TID-A324,211.23011498155702
6/26/2024,Owner-A2,TID-A131,207.58378502692767
6/4/2024,Owner-B1,TID-A324,206.21440705149564
6/20/2024,Owner-A2,TID-A131,206.09559372842608
6/19/2024,Owner-A2,TID-A131,205.31518114139323
6/21/2024,Owner-A2,TID-A131,205.16996508203542
6/23/2024,Owner-A2,TID-A131,204.77082964876234
6/22/2024,Owner-A2,TID-A131,204.1676203055719
6/11/2024,Owner-A2,TID-A131,203.94617376511266
6/10/2024,Owner-A2,TID-A131,200.93768000104672
6/13/2024,Owner-A2,TID-A131,198.06338594143762
6/7/2024,Owner-A2,TID-A131,197.90008258629342
6/12/2024,Owner-A2,TID-A131,197.10700930768135
6/14/2024,Owner-A2,TID-A131,196.6622221735777
6/5/2024,Owner-A2,TID-A131,195.8803503205726
