date,container_cluster_name,k8's_appid,unblended_cost,
2024-06-22,MIInternal-EKSCluster-DEV,(not set),759.8335318446561,
2024-06-24,MIInternal-EKSCluster-DEV,(not set),758.0368370520487,
2024-06-21,MIInternal-EKSCluster-DEV,(not set),757.4056257700527,
2024-06-26,MIInternal-EKSCluster-DEV,(not set),756.2219551380784,
2024-06-17,MIInternal-EKSCluster-DEV,(not set),752.3186599744469,
2024-06-13,MIInternal-EKSCluster-DEV,(not set),748.1367631421641,
2024-06-12,MIInternal-EKSCluster-DEV,(not set),746.2921270476215,
2024-06-18,MIInternal-EKSCluster-DEV,(not set),738.6609798455793,
2024-06-25,MIInternal-EKSCluster-DEV,(not set),737.9187353099186,
2024-06-03,MIPlatform-EKSCluster-PRD,(not set),729.5857416667083,
2024-06-20,MIInternal-EKSCluster-DEV,(not set),718.7461616553521,
2024-06-19,MIInternal-EKSCluster-DEV,(not set),711.6176291167342,
2024-06-30,MIPlatform-EKSCluster-STG,(not set),708.8566596011565,
2024-06-28,MIPlatform-EKSCluster-STG,(not set),704.4187388780989,
2024-06-16,MIPlatform-EKSCluster-STG,(not set),703.953368609525,
2024-06-29,MIPlatform-EKSCluster-STG,(not set),702.34631047873,
2024-06-18,MIPlatform-EKSCluster-STG,(not set),698.1696713942412,
2024-06-24,MIPlatform-EKSCluster-STG,(not set),697.742783622014,
2024-06-26,MIPlatform-EKSCluster-STG,(not set),693.709225502642,
2024-06-17,MIPlatform-EKSCluster-STG,(not set),692.0966495876985,
2024-06-27,MIPlatform-EKSCluster-STG,(not set),684.5927094875656,
2024-06-15,MIPlatform-EKSCluster-STG,(not set),681.8982517137621,
2024-06-23,MIPlatform-EKSCluster-STG,(not set),677.7335326663101,
2024-06-02,MIPlatform-EKSCluster-PRD,(not set),675.2446184932461,
2024-06-19,MIPlatform-EKSCluster-STG,(not set),674.6417822548032,
2024-06-25,MIPlatform-EKSCluster-STG,(not set),674.5223445758662,
2024-06-20,MIPlatform-EKSCluster-STG,(not set),670.3779468242809,
2024-06-01,MIPlatform-EKSCluster-PRD,(not set),668.3681839887824,
2024-06-02,MIPlatform-EKSCluster-STG,(not set),666.4029435356938,
2024-06-05,MIPlatform-EKSCluster-STG,(not set),666.2424754665678,
2024-06-03,MIPlatform-EKSCluster-STG,(not set),665.4107028439612,
2024-06-21,MIPlatform-EKSCluster-STG,(not set),664.2963208115153,
2024-06-01,MIPlatform-EKSCluster-STG,(not set),662.9909975731815,
2024-06-22,MIPlatform-EKSCluster-STG,(not set),662.7264461868111,
2024-06-07,MIPlatform-EKSCluster-STG,(not set),658.9415591048701,
2024-06-08,MIPlatform-EKSCluster-STG,(not set),657.2848687110578,
2024-06-04,MIPlatform-EKSCluster-PRD,(not set),654.2985793799421,
2024-06-14,MIPlatform-EKSCluster-STG,(not set),648.5626286894678,
2024-06-10,MIPlatform-EKSCluster-STG,(not set),646.3366432336085,
2024-06-06,MIPlatform-EKSCluster-STG,(not set),643.7711642255977,
2024-06-12,MIPlatform-EKSCluster-STG,(not set),638.864206119273,
2024-06-04,MIPlatform-EKSCluster-STG,(not set),638.7700284809347,
2024-06-03,MIInternal-EKSGlobal-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,638.7079695554792,
2024-06-09,MIPlatform-EKSCluster-STG,(not set),638.7017736905818,
2024-06-11,MIPlatform-EKSCluster-STG,(not set),638.6446288280736,
2024-06-05,MIPlatform-EKSCluster-PRD,(not set),629.9356150379174,
2024-06-12,MIPlatform-EKSCluster-PRD,(not set),626.810373719289,
2024-06-13,MIPlatform-EKSCluster-STG,(not set),621.5219600335324,
2024-06-13,MIPlatform-EKSCluster-PRD,(not set),615.0213162247279,
2024-06-14,MIPlatform-EKSCluster-PRD,(not set),612.8262343529473,
2024-06-06,MIPlatform-EKSCluster-PRD,(not set),612.7515684827902,
2024-06-07,MIPlatform-EKSCluster-PRD,(not set),604.5400407721196,
2024-06-08,MIPlatform-EKSCluster-PRD,(not set),579.8559076848198,
2024-06-10,MIPlatform-EKSCluster-PRD,(not set),563.9041961947853,
2024-06-09,MIPlatform-EKSCluster-PRD,(not set),560.7273288150128,
2024-06-11,MIPlatform-EKSCluster-PRD,(not set),549.9170035978652,
2024-06-27,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,505.77960949925796,
2024-06-15,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,498.39617445945134,
2024-06-26,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,496.84923630543875,
2024-06-28,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,496.69161243578776,
2024-06-25,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,495.52284630496166,
2024-06-11,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,495.2639089734466,
2024-06-17,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,495.08967888649823,
2024-06-07,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,494.61196144957,
2024-06-18,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,494.1714620116935,
2024-06-20,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,491.7967693430841,
2024-06-06,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,491.680009554201,
2024-06-21,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,491.37428134812575,
2024-06-24,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,491.2355022855577,
2024-06-05,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,490.92730396228217,
2024-06-12,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,490.90685189187593,
2024-06-13,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,490.7380092322555,
2024-06-10,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,489.90197650632166,
2024-06-19,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,489.6693271382934,
2024-06-14,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,489.40782373769935,
2024-06-04,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,488.95898135272296,
2024-06-22,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,487.93754819346447,
2024-06-08,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,487.6081197881667,
2024-06-16,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,487.28955750847956,
2024-06-23,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,486.7903980257977,
2024-06-09,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,485.5379973038968,
2024-06-03,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,484.89056003494494,
2024-06-01,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,483.38562379749044,
2024-06-02,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,477.63826723867925,
2024-06-30,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,476.4731225883194,
2024-06-03,MIInternal-EKSGlobal-STG,(not set),468.64116679475285,
2024-06-29,MIInternal-EKSCluster-PRD,474572a8-1be3-e010-9eb2-c88b234bcbb9,468.50503979063666,
2024-06-02,MIInternal-EKSCluster-STG,(not set),447.7285235784044,
2024-06-01,MIInternal-EKSCluster-STG,(not set),446.6852416769441,
2024-06-03,MIInternal-EKSCluster-STG,(not set),444.9709201666012,
2024-06-11,MIInternal-EKSCluster-STG,(not set),442.47690151725305,
2024-06-24,MIInternal-EKSCluster-STG,(not set),437.7773937223941,
2024-06-04,MIInternal-EKSCluster-STG,(not set),436.669806991946,
2024-06-10,MIInternal-EKSCluster-STG,(not set),436.2948615015409,
2024-06-17,MIInternal-EKSCluster-STG,(not set),436.0018612824416,
2024-06-18,MIInternal-EKSCluster-STG,(not set),435.62033776939626,
2024-06-25,MIInternal-EKSCluster-STG,(not set),434.75106580535083,
2024-06-23,MIInternal-EKSCluster-STG,(not set),433.7289007860654,
2024-06-22,MIInternal-EKSCluster-STG,(not set),432.5707550689686,
2024-06-01,MIPlatform-EKSCluster-DEV,(not set),431.5714004398834,
2024-06-06,MIInternal-EKSCluster-STG,(not set),430.2600024077323,
2024-06-21,MIInternal-EKSCluster-STG,(not set),429.67679606335446,
2024-06-15,MIInternal-EKSCluster-STG,(not set),429.4846212217637,
2024-06-16,MIInternal-EKSCluster-STG,(not set),428.520488777689,
2024-06-05,MIInternal-EKSCluster-STG,(not set),428.51581471012895,
2024-06-26,MIInternal-EKSCluster-STG,(not set),427.2374227396184,
2024-06-14,MIInternal-EKSCluster-STG,(not set),427.120034739324,
2024-06-08,MIInternal-EKSCluster-STG,(not set),426.6235762185544,
2024-06-09,MIInternal-EKSCluster-STG,(not set),425.5958100270778,
2024-06-07,MIInternal-EKSCluster-STG,(not set),423.84227110560744,
2024-06-19,MIInternal-EKSCluster-STG,(not set),422.1970018334998,
2024-06-20,MIInternal-EKSCluster-STG,(not set),420.8445799539379,
2024-06-27,MIInternal-EKSCluster-STG,(not set),419.9184016048474,
2024-06-30,MIInternal-EKSCluster-STG,(not set),419.766174774073,
2024-06-29,MIInternal-EKSCluster-STG,(not set),415.1435856319764,
2024-06-28,MIInternal-EKSCluster-STG,(not set),413.21723663758564,
2024-06-18,MICAPIQ-EKS-DEV,(not set),404.4526719615226,
2024-06-12,MIInternal-EKSCluster-STG,(not set),404.01573690907185,
2024-06-17,MICAPIQ-EKS-DEV,(not set),401.2697752382204,
2024-06-24,MICAPIQ-EKS-DEV,(not set),398.7204082388368,
2024-06-14,MICAPIQ-EKS-DEV,(not set),397.51550612289714,
2024-06-02,MIPlatform-EKSCluster-DEV,(not set),396.85760775485,
2024-06-19,MICAPIQ-EKS-DEV,(not set),396.6664561366228,
2024-06-16,MICAPIQ-EKS-DEV,(not set),395.89421138684696,
2024-06-23,MICAPIQ-EKS-DEV,(not set),395.6945393893086,
2024-06-20,MICAPIQ-EKS-DEV,(not set),395.35914820171996,
2024-06-22,MICAPIQ-EKS-DEV,(not set),394.4830104066469,
2024-06-25,MICAPIQ-EKS-DEV,(not set),393.4281493919244,
2024-06-21,MICAPIQ-EKS-DEV,(not set),392.1870778552833,
2024-06-09,MICAPIQ-EKS-DEV,(not set),391.21352509731764,
2024-06-07,MICAPIQ-EKS-DEV,(not set),389.1287307547803,
2024-06-10,MICAPIQ-EKS-DEV,(not set),389.00943571991286,
2024-06-05,MICAPIQ-EKS-DEV,(not set),387.7800605515591,
2024-06-05,MIPlatform-EKSCluster-DEV,(not set),387.62137143718314,
2024-06-08,MICAPIQ-EKS-DEV,(not set),387.2917063936304,
2024-06-15,MICAPIQ-EKS-DEV,(not set),386.8309580433501,
2024-06-13,MICAPIQ-EKS-DEV,(not set),386.4517216392908,
2024-06-06,MIPlatform-EKSCluster-DEV,(not set),386.3369115670121,
2024-06-04,MICAPIQ-EKS-DEV,(not set),386.03159327252683,
2024-06-11,MICAPIQ-EKS-DEV,(not set),384.00607307898963,
2024-06-06,MICAPIQ-EKS-DEV,(not set),383.6398896896658,
2024-06-04,MIPlatform-EKSCluster-DEV,(not set),380.85031360357783,
2024-06-12,MICAPIQ-EKS-DEV,(not set),380.6644692770702,
2024-06-03,MIPlatform-EKSCluster-DEV,(not set),378.571316671452,
2024-06-26,MICAPIQ-EKS-DEV,(not set),373.6091684350144,
2024-06-27,MICAPIQ-EKS-DEV,(not set),367.4501705441387,
2024-06-13,MIInternal-EKSCluster-STG,(not set),358.5649692994086,
2024-06-09,MIPlatform-EKSCluster-DEV,(not set),348.3758525096231,
2024-06-10,MIPlatform-EKSCluster-DEV,(not set),346.0098306057288,
2024-06-08,MIPlatform-EKSCluster-DEV,(not set),345.6994401945478,
2024-06-03,MIInternal-EKSGlobal-STG,474572a8-1be3-e010-9eb2-c88b234bcbb9,344.61939875088575,
2024-06-20,MIGeneral-EKSCluster-STG,(not set),344.2429530370885,
2024-06-21,MIGeneral-EKSCluster-STG,(not set),344.00962417376115,
2024-06-19,MIGeneral-EKSCluster-STG,(not set),342.9977941876575,
2024-06-18,MIGeneral-EKSCluster-STG,(not set),341.8831027485168,
2024-06-07,MIPlatform-EKSCluster-DEV,(not set),341.8766906983091,
2024-06-11,MIPlatform-EKSCluster-DEV,(not set),341.7190289657852,
2024-06-16,MIGeneral-EKSCluster-STG,(not set),340.83640301089827,
2024-06-17,MIGeneral-EKSCluster-STG,(not set),340.75959997336855,
2024-06-22,MIGeneral-EKSCluster-STG,(not set),335.98919039355076,
2024-06-23,MIGeneral-EKSCluster-STG,(not set),335.8549819357867,
2024-06-28,MICAPIQ-EKS-DEV,(not set),333.9991651680924,
2024-06-13,MIPlatform-EKSCluster-DEV,(not set),330.3823846288119,
2024-06-24,MIGeneral-EKSCluster-STG,(not set),328.929354730602,
2024-06-22,MIPlatform-EKSCluster-DEV,(not set),326.5408968134089,
2024-06-12,MIPlatform-EKSCluster-DEV,(not set),322.17046033632704,
2024-06-28,MIGeneral-EKSCluster-STG,(not set),319.8008111939579,
2024-06-29,MIGeneral-EKSCluster-STG,(not set),317.5520273670256,
2024-06-30,MIGeneral-EKSCluster-STG,(not set),317.20217982514595,
2024-06-25,MIGeneral-EKSCluster-STG,(not set),316.91421097473597,
2024-06-23,MIPlatform-EKSCluster-DEV,(not set),312.9225942863858,
2024-06-14,MIPlatform-EKSCluster-DEV,(not set),311.13858017277636,
2024-06-26,MIGeneral-EKSCluster-STG,(not set),309.62922223878,
2024-06-15,MIGeneral-EKSCluster-STG,(not set),308.4623263989749,
2024-06-30,MIPlatform-EKSCluster-DEV,(not set),307.0848297633988,
2024-06-29,MIPlatform-EKSCluster-DEV,(not set),306.744746378867,
2024-06-26,MIPlatform-EKSCluster-DEV,(not set),305.5562120128034,
2024-06-27,MIGeneral-EKSCluster-STG,(not set),304.9200290382547,
2024-06-25,MIPlatform-EKSCluster-DEV,(not set),303.3329071601099,
2024-06-27,MIPlatform-EKSCluster-DEV,(not set),300.9069420311073,
2024-06-01,MIGeneral-EKSCluster-STG,(not set),300.56044608159107,
2024-06-03,MIGeneral-EKSCluster-STG,(not set),298.1763998780022,
2024-06-02,MIGeneral-EKSCluster-STG,(not set),298.16722189344375,
2024-06-11,MIGeneral-EKSCluster-STG,(not set),298.0949798207486,
2024-06-19,MIPlatform-EKSCluster-DEV,(not set),297.67449761507027,
2024-06-12,MIGeneral-EKSCluster-STG,(not set),297.5959996389907,
2024-06-04,MIGeneral-EKSCluster-STG,(not set),296.6094736689243,
2024-06-05,MIGeneral-EKSCluster-STG,(not set),295.66701791471905,
2024-06-06,MIGeneral-EKSCluster-STG,(not set),295.19192476943596,
2024-06-07,MIGeneral-EKSCluster-STG,(not set),295.0224938659417,
2024-06-08,MIGeneral-EKSCluster-STG,(not set),294.9220142431017,
2024-06-09,MIGeneral-EKSCluster-STG,(not set),294.69144851160524,
2024-06-10,MIGeneral-EKSCluster-STG,(not set),294.45961662665064,
2024-06-28,MIPlatform-EKSCluster-DEV,(not set),293.6666233110831,
2024-06-20,MIPlatform-EKSCluster-DEV,(not set),292.9179882167638,
2024-06-24,MIPlatform-EKSCluster-DEV,(not set),291.8396909918378,
2024-06-18,MIPlatform-EKSCluster-DEV,(not set),287.4962722622111,
2024-06-13,MIGeneral-EKSCluster-STG,(not set),286.25666468641117,
2024-06-14,MIGeneral-EKSCluster-STG,(not set),285.8774753559354,
2024-06-15,MIGeneral-EKSCluster-PRD,(not set),284.9239820288525,
2024-06-14,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,284.2383776549246,
2024-06-29,MICAPIQ-EKS-DEV,(not set),277.5036233746793,
2024-06-21,MIPlatform-EKSCluster-DEV,(not set),276.7829559996688,
2024-06-25,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.5693351896828,
2024-06-20,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.3905612647809,
2024-06-21,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.32809035921275,
2024-06-23,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.3040694242435,
2024-06-17,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.3034266405317,
2024-06-16,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.2835143186271,
2024-06-19,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.28060014683024,
2024-06-15,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.2676640388111,
2024-06-22,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.26055347858346,
2024-06-18,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.2589291401046,
2024-06-08,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.2418259943918,
2024-06-09,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.2043065550455,
2024-06-29,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.165351243623,
2024-06-24,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.1289296986763,
2024-06-10,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,275.12537737765143,
2024-06-11,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,274.9794537922483,
2024-06-28,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,274.93245556851593,
2024-06-27,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,274.8186696614364,
2024-06-02,MIInternal-EKSGlobal-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,274.74998150966826,
2024-06-15,MIPlatform-EKSCluster-DEV,(not set),274.7160320726355,
2024-06-01,MIInternal-EKSGlobal-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,274.710547791931,
2024-06-07,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,274.69735690700276,
2024-06-30,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,274.6541582953325,
2024-06-26,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,274.5888726570698,
2024-06-06,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,273.91608843949444,
2024-06-05,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,273.86439076632325,
2024-06-04,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,273.8276843830523,
2024-06-03,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,273.82166394847155,
2024-06-02,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,273.7737484983372,
2024-06-01,MIInternal-EKSCluster-STG,c1d6a23f-1b1f-8d94-82e9-a60b234bcbf9,273.7385235062127,
2024-06-16,MIPlatform-EKSCluster-DEV,(not set),272.99792973065513,
2024-06-04,MIGeneral-EKSCluster-PRD,(not set),269.71411604881746,
2024-06-03,MIGeneral-EKSCluster-PRD,(not set),269.58007671970023,
2024-06-16,MIGeneral-EKSCluster-PRD,(not set),268.50278560865684,
2024-06-17,MIPlatform-EKSCluster-DEV,(not set),268.2859990599661,
2024-06-22,MIMP-EKSCluster-PRD,(not set),267.2292909307525,
2024-06-23,MIMP-EKSCluster-PRD,(not set),267.1225931197522,
2024-06-25,MIMP-EKSCluster-PRD,(not set),266.8808564072677,
2024-06-21,MIMP-EKSCluster-PRD,(not set),266.87990960986,
2024-06-24,MIMP-EKSCluster-PRD,(not set),266.8779046791686,
2024-06-05,MIGeneral-EKSCluster-PRD,(not set),265.2379415027356,
2024-06-26,MIMP-EKSCluster-PRD,(not set),264.89709340816484,
2024-06-01,MIGeneral-EKSCluster-PRD,(not set),263.67712098401364,
2024-06-20,MIMP-EKSCluster-PRD,(not set),262.71950659714435,
2024-06-14,MIGeneral-EKSCluster-PRD,(not set),261.9730774482854,
2024-06-08,MIGeneral-EKSCluster-PRD,(not set),261.6237076554856,
2024-06-10,MIGeneral-EKSCluster-PRD,(not set),261.3764221202347,
2024-06-13,MIGeneral-EKSCluster-PRD,(not set),260.49462359313486,
2024-06-09,MIGeneral-EKSCluster-PRD,(not set),259.679477898834,
